intent,user_message
order_status,Order kaha hai 399
order_status,Delivery status 400
order_status,Where is my order 401
order_status,Track my order 402
order_status,Order status 403
order_status,Order delivery update 404
order_status,My order is delayed 405
order_status,Order kab ayega 406
order_status,Order kaha hai 407
order_status,Delivery status 408
order_status,Where is my order 409
order_status,Track my order 410
order_status,Order status 411
order_status,Order delivery update 412
order_status,My order is delayed 413
order_status,Order kab ayega 414
order_status,Order kaha hai 415
order_status,Delivery status 416
order_status,Where is my order 417
order_status,Track my order 418
order_status,Order status 419
order_status,Order delivery update 420
order_status,My order is delayed 421
order_status,Order kab ayega 422
order_status,Order kaha hai 423
order_status,Delivery status 424
order_status,Where is my order 425
order_status,Track my order 426
order_status,Order status 427
order_status,Order delivery update 428
order_status,My order is delayed 429
order_status,Order kab ayega 430
order_status,Order kaha hai 431
order_status,Delivery status 432
order_status,Where is my order 433
order_status,Track my order 434
order_status,Order status 435
order_status,Order delivery update 436
order_status,My order is delayed 437
order_status,Order kab ayega 438
order_status,Order kaha hai 439
order_status,Delivery status 440
order_status,Where is my order 441
order_status,Track my order 442
order_status,Order status 443
order_status,Order delivery update 444
order_status,My order is delayed 445
order_status,Order kab ayega 446
order_status,Order kaha hai 447
order_status,Delivery status 448
order_status,Where is my order 449
order_status,Track my order 450
order_status,Order status 451
order_status,Order delivery update 452
order_status,My order is delayed 453
order_status,Order kab ayega 454
order_status,Order kaha hai 455
order_status,Delivery status 456
order_status,Where is my order 457
order_status,Track my order 458
order_status,Order status 459
order_status,Order delivery update 460
order_status,My order is delayed 461
order_status,Order kab ayega 462
order_status,Order kaha hai 463
order_status,Delivery status 464
order_status,Where is my order 465
order_status,Track my order 466
order_status,Order status 467
order_status,Order delivery update 468
order_status,My order is delayed 469
order_status,Order kab ayega 470
order_status,Order kaha hai 471
order_status,Delivery status 472
order_status,Where is my order 473
order_status,Track my order 474
order_status,Order status 475
order_status,Order delivery update 476
order_status,My order is delayed 477
order_status,Order kab ayega 478
order_status,Order kaha hai 479
order_status,Delivery status 480
order_status,Where is my order 481
order_status,Track my order 482
order_status,Order status 483
order_status,Order delivery update 484
order_status,My order is delayed 485
order_status,Order kab ayega 486
order_status,Order kaha hai 487
order_status,Delivery status 488
order_status,Where is my order 489
order_status,Track my order 490
order_status,Order status 491
order_status,Order delivery update 492
order_status,My order is delayed 493
order_status,Order kab ayega 494
order_status,Order kaha hai 495
order_status,Delivery status 496
order_status,Where is my order 497
order_status,Track my order 498
order_status,Order status 499
order_status,Order delivery update 500
order_status,My order is delayed 501
order_status,Order kab ayega 502
order_status,Order kaha hai 503
order_status,Delivery status 504
order_status,Where is my order 505
order_status,Track my order 506
order_status,Order status 507
order_status,Order delivery update 508
order_status,My order is delayed 509
order_status,Order kab ayega 510
order_status,Order kaha hai 511
order_status,Delivery status 512
order_status,Where is my order 513
order_status,Track my order 514
order_status,Order status 515
order_status,Order delivery update 516
order_status,My order is delayed 517
order_status,Order kab ayega 518
order_status,Order kaha hai 519
order_status,Delivery status 520
order_status,Where is my order 521
order_status,Track my order 522
order_status,Order status 523
order_status,Order delivery update 524
order_status,My order is delayed 525
order_status,Order kab ayega 526
order_status,Order kaha hai 527
order_status,Delivery status 528
order_status,Where is my order 529
order_status,Track my order 530
order_status,Order status 531
order_status,Order delivery update 532
order_status,My order is delayed 533
order_status,Order kab ayega 534
order_status,Order kaha hai 535
order_status,Delivery status 536
order_status,Where is my order 537
order_status,Track my order 538
order_status,Order status 539
order_status,Order delivery update 540
order_status,My order is delayed 541
order_status,Order kab ayega 542
order_status,Order kaha hai 543
order_status,Delivery status 544
order_status,Where is my order 545
order_status,Track my order 546
order_status,Order status 547
order_status,Order delivery update 548
order_status,My order is delayed 549
order_status,Order kab ayega 550
order_status,Order kaha hai 551
order_status,Delivery status 552
order_status,Where is my order 553
order_status,Track my order 554
order_status,Order status 555
order_status,Order delivery update 556
order_status,My order is delayed 557
order_status,Order kab ayega 558
order_status,Order kaha hai 559
order_status,Delivery status 560
order_status,Where is my order 561
order_status,Track my order 562
order_status,Order status 563
order_status,Order delivery update 564
order_status,My order is delayed 565
order_status,Order kab ayega 566
order_status,Order kaha hai 567
order_status,Delivery status 568
order_status,Where is my order 569
order_status,Track my order 570
order_status,Order status 571
order_status,Order delivery update 572
order_status,My order is delayed 573
order_status,Order kab ayega 574
order_status,Order kaha hai 575
order_status,Delivery status 576
order_status,Where is my order 577
order_status,Track my order 578
order_status,Order status 579
order_status,Order delivery update 580
order_status,My order is delayed 581
order_status,Order kab ayega 582
order_status,Order kaha hai 583
order_status,Delivery status 584
order_status,Where is my order 585
order_status,Track my order 586
order_status,Order status 587
order_status,Order delivery update 588
order_status,My order is delayed 589
order_status,Order kab ayega 590
order_status,Order kaha hai 591
order_status,Delivery status 592
order_status,Where is my order 593
order_status,Track my order 594
order_status,Order status 595
order_status,Order delivery update 596
order_status,My order is delayed 597
order_status,Order kab ayega 598
order_status,Order kaha hai 599
order_status,Delivery status 600
order_status,Where is my order 601
order_status,Track my order 602
order_status,Order status 603
order_status,Order delivery update 604
order_status,My order is delayed 605
order_status,Order kab ayega 606
order_status,Order kaha hai 607
order_status,Delivery status 608
order_status,Where is my order 609
order_status,Track my order 610
order_status,Order status 611
order_status,Order delivery update 612
order_status,My order is delayed 613
order_status,Order kab ayega 614
order_status,Order kaha hai 615
order_status,Delivery status 616
order_status,Where is my order 617
order_status,Track my order 618
order_status,Order status 619
order_status,Order delivery update 620
order_status,My order is delayed 621
order_status,Order kab ayega 622
order_status,Order kaha hai 623
order_status,Delivery status 624
order_status,Where is my order 625
order_status,Track my order 626
order_status,Order status 627
order_status,Order delivery update 628
order_status,My order is delayed 629
order_status,Order kab ayega 630
order_status,Order kaha hai 631
order_status,Delivery status 632
order_status,Where is my order 633
order_status,Track my order 634
order_status,Order status 635
order_status,Order delivery update 636
order_status,My order is delayed 637
order_status,Order kab ayega 638
order_status,Order kaha hai 639
order_status,Delivery status 640
order_status,Where is my order 641
order_status,Track my order 642
order_status,Order status 643
order_status,Order delivery update 644
order_status,My order is delayed 645
order_status,Order kab ayega 646
order_status,Order kaha hai 647
order_status,Delivery status 648
order_status,Where is my order 649
order_status,Track my order 650
order_status,Order status 651
order_status,Order delivery update 652
order_status,My order is delayed 653
order_status,Order kab ayega 654
order_status,Order kaha hai 655
order_status,Delivery status 656
order_status,Where is my order 657
order_status,Track my order 658
order_status,Order status 659
order_status,Order delivery update 660
order_status,My order is delayed 661
order_status,Order kab ayega 662
order_status,Order kaha hai 663
order_status,Delivery status 664
order_status,Where is my order 665
order_status,Track my order 666
order_status,Order status 667
order_status,Order delivery update 668
order_status,My order is delayed 669
order_status,Order kab ayega 670
order_status,Order kaha hai 671
order_status,Delivery status 672
order_status,Where is my order 673
order_status,Track my order 674
order_status,Order status 675
order_status,Order delivery update 676
order_status,My order is delayed 677
order_status,Order kab ayega 678
order_status,Order kaha hai 679
order_status,Delivery status 680
order_status,Where is my order 681
order_status,Track my order 682
order_status,Order status 683
order_status,Order delivery update 684
order_status,My order is delayed 685
order_status,Order kab ayega 686
order_status,Order kaha hai 687
order_status,Delivery status 688
order_status,Where is my order 689
order_status,Track my order 690
order_status,Order status 691
order_status,Order delivery update 692
order_status,My order is delayed 693
order_status,Order kab ayega 694
order_status,Order kaha hai 695
order_status,Delivery status 696
order_status,Where is my order 697
order_status,Track my order 698
order_status,Order status 699
order_status,Order delivery update 700
order_status,My order is delayed 701
order_status,Order kab ayega 702
order_status,Order kaha hai 703
order_status,Delivery status 704
order_status,Where is my order 705
order_status,Track my order 706
order_status,Order status 707
order_status,Order delivery update 708
order_status,My order is delayed 709
order_status,Order kab ayega 710
order_status,Order kaha hai 711
order_status,Delivery status 712
order_status,Where is my order 713
order_status,Track my order 714
order_status,Order status 715
order_status,Order delivery update 716
order_status,My order is delayed 717
order_status,Order kab ayega 718
order_status,Order kaha hai 719
order_status,Delivery status 720
order_status,Where is my order 721
order_status,Track my order 722
order_status,Order status 723
order_status,Order delivery update 724
order_status,My order is delayed 725
order_status,Order kab ayega 726
order_status,Order kaha hai 727
order_status,Delivery status 728
order_status,Where is my order 729
order_status,Track my order 730
order_status,Order status 731
order_status,Order delivery update 732
order_status,My order is delayed 733
order_status,Order kab ayega 734
order_status,Order kaha hai 735
order_status,Delivery status 736
order_status,Where is my order 737
order_status,Track my order 738
order_status,Order status 739
order_status,Order delivery update 740
order_status,My order is delayed 741
order_status,Order kab ayega 742
order_status,Order kaha hai 743
order_status,Delivery status 744
order_status,Where is my order 745
order_status,Track my order 746
order_status,Order status 747
order_status,Order delivery update 748
order_status,My order is delayed 749
order_status,Order kab ayega 750
order_status,Order kaha hai 751
order_status,Delivery status 752
order_status,Where is my order 753
order_status,Track my order 754
order_status,Order status 755
order_status,Order delivery update 756
order_status,My order is delayed 757
order_status,Order kab ayega 758
order_status,Order kaha hai 759
order_status,Delivery status 760
order_status,Where is my order 761
order_status,Track my order 762
order_status,Order status 763
order_status,Order delivery update 764
order_status,My order is delayed 765
order_status,Order kab ayega 766
order_status,Order kaha hai 767
order_status,Delivery status 768
order_status,Where is my order 769
order_status,Track my order 770
order_status,Order status 771
order_status,Order delivery update 772
order_status,My order is delayed 773
order_status,Order kab ayega 774
order_status,Order kaha hai 775
order_status,Delivery status 776
order_status,Where is my order 777
order_status,Track my order 778
order_status,Order status 779
order_status,Order delivery update 780
order_status,My order is delayed 781
order_status,Order kab ayega 782
order_status,Order kaha hai 783
order_status,Delivery status 784
order_status,Where is my order 785
order_status,Track my order 786
order_status,Order status 787
order_status,Order delivery update 788
order_status,My order is delayed 789
order_status,Order kab ayega 790
order_status,Order kaha hai 791
order_status,Delivery status 792
order_status,Where is my order 793
order_status,Track my order 794
order_status,Order status 795
order_status,Order delivery update 796
order_status,My order is delayed 797
order_status,Order kab ayega 798
order_status,Order kaha hai 799
order_status,Delivery status 800
order_status,Where is my order 801
order_status,Track my order 802
order_status,Order status 803
order_status,Order delivery update 804
order_status,My order is delayed 805
order_status,Order kab ayega 806
order_status,Order kaha hai 807
order_status,Delivery status 808
order_status,Where is my order 809
order_status,Track my order 810
order_status,Order status 811
order_status,Order delivery update 812
order_status,My order is delayed 813
order_status,Order kab ayega 814
order_status,Order kaha hai 815
order_status,Delivery status 816
order_status,Where is my order 817
order_status,Track my order 818
order_status,Order status 819
order_status,Order delivery update 820
order_status,My order is delayed 821
order_status,Order kab ayega 822
order_status,Order kaha hai 823
order_status,Delivery status 824
order_status,Where is my order 825
order_status,Track my order 826
order_status,Order status 827
order_status,Order delivery update 828
order_status,My order is delayed 829
order_status,Order kab ayega 830
order_status,Order kaha hai 831
order_status,Delivery status 832
order_status,Where is my order 833
order_status,Track my order 834
order_status,Order status 835
order_status,Order delivery update 836
order_status,My order is delayed 837
order_status,Order kab ayega 838
order_status,Order kaha hai 839
order_status,Delivery status 840
order_status,Where is my order 841
order_status,Track my order 842
order_status,Order status 843
order_status,Order delivery update 844
order_status,My order is delayed 845
order_status,Order kab ayega 846
order_status,Order kaha hai 847
order_status,Delivery status 848
order_status,Where is my order 849
order_status,Track my order 850
order_status,Order status 851
order_status,Order delivery update 852
order_status,My order is delayed 853
order_status,Order kab ayega 854
order_status,Order kaha hai 855
order_status,Delivery status 856
order_status,Where is my order 857
order_status,Track my order 858
order_status,Order status 859
order_status,Order delivery update 860
order_status,My order is delayed 861
order_status,Order kab ayega 862
order_status,Order kaha hai 863
order_status,Delivery status 864
order_status,Where is my order 865
order_status,Track my order 866
order_status,Order status 867
order_status,Order delivery update 868
order_status,My order is delayed 869
order_status,Order kab ayega 870
order_status,Order kaha hai 871
order_status,Delivery status 872
order_status,Where is my order 873
order_status,Track my order 874
order_status,Order status 875
order_status,Order delivery update 876
order_status,My order is delayed 877
order_status,Order kab ayega 878
order_status,Order kaha hai 879
order_status,Delivery status 880
order_status,Where is my order 881
order_status,Track my order 882
order_status,Order status 883
order_status,Order delivery update 884
order_status,My order is delayed 885
order_status,Order kab ayega 886
order_status,Order kaha hai 887
order_status,Delivery status 888
order_status,Where is my order 889
order_status,Track my order 890
order_status,Order status 891
order_status,Order delivery update 892
order_status,My order is delayed 893
order_status,Order kab ayega 894
order_status,Order kaha hai 895
order_status,Delivery status 896
order_status,Where is my order 897
order_status,Track my order 898
order_status,Order status 899
order_status,Order delivery update 900
order_status,My order is delayed 901
order_status,Order kab ayega 902
order_status,Order kaha hai 903
order_status,Delivery status 904
order_status,Where is my order 905
order_status,Track my order 906
order_status,Order status 907
order_status,Order delivery update 908
order_status,My order is delayed 909
order_status,Order kab ayega 910
order_status,Order kaha hai 911
order_status,Delivery status 912
order_status,Where is my order 913
order_status,Track my order 914
order_status,Order status 915
order_status,Order delivery update 916
order_status,My order is delayed 917
order_status,Order kab ayega 918
order_status,Order kaha hai 919
order_status,Delivery status 920
order_status,Where is my order 921
order_status,Track my order 922
order_status,Order status 923
order_status,Order delivery update 924
order_status,My order is delayed 925
order_status,Order kab ayega 926
order_status,Order kaha hai 927
order_status,Delivery status 928
order_status,Where is my order 929
order_status,Track my order 930
order_status,Order status 931
order_status,Order delivery update 932
order_status,My order is delayed 933
order_status,Order kab ayega 934
order_status,Order kaha hai 935
order_status,Delivery status 936
order_status,Where is my order 937
order_status,Track my order 938
order_status,Order status 939
order_status,Order delivery update 940
order_status,My order is delayed 941
order_status,Order kab ayega 942
order_status,Order kaha hai 943
order_status,Delivery status 944
order_status,Where is my order 945
order_status,Track my order 946
order_status,Order status 947
order_status,Order delivery update 948
order_status,My order is delayed 949
order_status,Order kab ayega 950
order_status,Order kaha hai 951
order_status,Delivery status 952
order_status,Where is my order 953
order_status,Track my order 954
order_status,Order status 955
order_status,Order delivery update 956
order_status,My order is delayed 957
order_status,Order kab ayega 958
order_status,Order kaha hai 959
order_status,Delivery status 960
order_status,Where is my order 961
order_status,Track my order 962
order_status,Order status 963
order_status,Order delivery update 964
order_status,My order is delayed 965
order_status,Order kab ayega 966
order_status,Order kaha hai 967
order_status,Delivery status 968
order_status,Where is my order 969
order_status,Track my order 970
order_status,Order status 971
order_status,Order delivery update 972
order_status,My order is delayed 973
order_status,Order kab ayega 974
order_status,Order kaha hai 975
order_status,Delivery status 976
order_status,Where is my order 977
order_status,Track my order 978
order_status,Order status 979
order_status,Order delivery update 980
order_status,My order is delayed 981
order_status,Order kab ayega 982
order_status,Order kaha hai 983
order_status,Delivery status 984
order_status,Where is my order 985
order_status,Track my order 986
order_status,Order status 987
order_status,Order delivery update 988
order_status,My order is delayed 989
order_status,Order kab ayega 990
order_status,Order kaha hai 991
order_status,Delivery status 992
order_status,Where is my order 993
order_status,Track my order 994
order_status,Order status 995
order_status,Order delivery update 996
order_status,My order is delayed 997
order_status,Order kab ayega 998
order_status,Order kaha hai 999
order_status,Delivery status 1000
refund_request,I want a refund 1
refund_request,Refund status 2
refund_request,Money deducted but order failed 3
refund_request,Refund pending 4
refund_request,Refund kab milega 5
refund_request,Paisa wapas chahiye 6
refund_request,Refund not received 7
refund_request,Refund ka status 8
refund_request,I want a refund 9
refund_request,Refund status 10
refund_request,Money deducted but order failed 11
refund_request,Refund pending 12
refund_request,Refund kab milega 13
refund_request,Paisa wapas chahiye 14
refund_request,Refund not received 15
refund_request,Refund ka status 16
refund_request,I want a refund 17
refund_request,Refund status 18
refund_request,Money deducted but order failed 19
refund_request,Refund pending 20
refund_request,Refund kab milega 21
refund_request,Paisa wapas chahiye 22
refund_request,Refund not received 23
refund_request,Refund ka status 24
refund_request,I want a refund 25
refund_request,Refund status 26
refund_request,Money deducted but order failed 27
refund_request,Refund pending 28
refund_request,Refund kab milega 29
refund_request,Paisa wapas chahiye 30
refund_request,Refund not received 31
refund_request,Refund ka status 32
refund_request,I want a refund 33
refund_request,Refund status 34
refund_request,Money deducted but order failed 35
refund_request,Refund pending 36
refund_request,Refund kab milega 37
refund_request,Paisa wapas chahiye 38
refund_request,Refund not received 39
refund_request,Refund ka status 40
refund_request,I want a refund 41
refund_request,Refund status 42
refund_request,Money deducted but order failed 43
refund_request,Refund pending 44
refund_request,Refund kab milega 45
refund_request,Paisa wapas chahiye 46
refund_request,Refund not received 47
refund_request,Refund ka status 48
refund_request,I want a refund 49
refund_request,Refund status 50
refund_request,Money deducted but order failed 51
refund_request,Refund pending 52
refund_request,Refund kab milega 53
refund_request,Paisa wapas chahiye 54
refund_request,Refund not received 55
refund_request,Refund ka status 56
refund_request,I want a refund 57
refund_request,Refund status 58
refund_request,Money deducted but order failed 59
refund_request,Refund pending 60
refund_request,Refund kab milega 61
refund_request,Paisa wapas chahiye 62
refund_request,Refund not received 63
refund_request,Refund ka status 64
refund_request,I want a refund 65
refund_request,Refund status 66
refund_request,Money deducted but order failed 67
refund_request,Refund pending 68
refund_request,Refund kab milega 69
refund_request,Paisa wapas chahiye 70
refund_request,Refund not received 71
refund_request,Refund ka status 72
refund_request,I want a refund 73
refund_request,Refund status 74
refund_request,Money deducted but order failed 75
refund_request,Refund pending 76
refund_request,Refund kab milega 77
refund_request,Paisa wapas chahiye 78
refund_request,Refund not received 79
refund_request,Refund ka status 80
refund_request,I want a refund 81
refund_request,Refund status 82
refund_request,Money deducted but order failed 83
refund_request,Refund pending 84
refund_request,Refund kab milega 85
refund_request,Paisa wapas chahiye 86
refund_request,Refund not received 87
refund_request,Refund ka status 88
refund_request,I want a refund 89
refund_request,Refund status 90
refund_request,Money deducted but order failed 91
refund_request,Refund pending 92
refund_request,Refund kab milega 93
refund_request,Paisa wapas chahiye 94
refund_request,Refund not received 95
refund_request,Refund ka status 96
refund_request,I want a refund 97
refund_request,Refund status 98
refund_request,Money deducted but order failed 99
refund_request,Refund pending 100
refund_request,Refund kab milega 101
refund_request,Paisa wapas chahiye 102
refund_request,Refund not received 103
refund_request,Refund ka status 104
refund_request,I want a refund 105
refund_request,Refund status 106
refund_request,Money deducted but order failed 107
refund_request,Refund pending 108
refund_request,Refund kab milega 109
refund_request,Paisa wapas chahiye 110
refund_request,Refund not received 111
